Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
Direct mapping to CustomerOS column having string values coming from QuickAssistHelperSessions Entity  Marvel source which tell us about QuickAssist data,ok,,,
Direct mapping to SessionId column having string values coming from QuickAssistHelperSessions Entity  Marvel source which tell us about QuickAssist data,ok,,,
Direct mapping to AppType column having string values coming from QuickAssistHelperSessions Entity  Marvel source which tell us about QuickAssist data,ok,,,
Indirect Mapping to Alias column from DimEmployee table joined using HelperEmail column coming from  QuickAssistHelperSessions Entity from Marvel Source.,ok,,,
Direct mapping to ScreensharePausedTime column having timestamp values coming from  QuickAssistHelperSessions Entity from Marvel source which tell us about QuickAssist data,ok,,,
Direct mapping to IsCollaborativeSession column having boolean values coming from QuickAssistHelperSessions Entity from Marvel source which tell us about QuickAssist data,ok,,,
Direct mapping to SessionType column having string values coming from QuickAssistHelperSessions Entity from  Marvel source which tell us about QuickAssist data,ok,,,
Direct mapping to SessionStart column having timestamp values coming from QuickAssistHelperSessions Entity from Marvel source which tell us about QuickAssist data,ok,,,
"This table contains OneStoreRevenue data generated through ChatSupportChannel coming from RevenueReport-Insession and CrossSession excel files provided by StoreBusiness Team. Grain - OrderId, LineItemId, OrderStatus",Ok ,,,
Direct Mapping to SRID Column having string values coming from Asimov.CLL file from external source cornerstone.,Pls add the complete description,,,
Hardcoded as 1 for each OrderId of OnestoreLivePerson data to get the Order Count.,Ok ,,,
Direct mapping to Skill column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store business team.,Ok ,,,
Direct mapping to Actionid column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store business team which tell us the ID of the Order placed.,Ok ,,,
HardCoded as Unspecified as there is no data coming from CommercePlatform dataSource in OnestoreLivePerson Data,Ok ,,,
"Hardcoded as ""Sales - MS Store Online"" as only sales data flowing from OnestoreLivePerson source",Ok ,,,
Direct mapping to FulfillmentStateName column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone (External Source) maintained in Cosmos,Ok ,,,
"Derived by applying decode logic on AgentGroup column having string values coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team. Logic: If AgentGroup matches with pattern like r'%accounts%billing%' then Hardcoded as ""Accounts And Billing"" If AgentGroup matches with pattern like r'%up%running%' then Hardcoded as ""Up And Running"" If AgentGroup matches with pattern like r'%tech%support%xbox%' then Hardcoded as ""Technical Support - Xbox"" If AgentGroup matches with pattern like r'%tech%supp%surface%' then Hardcoded as ""Technical Support - Support"" else AgentGroup",Please add the datatype of the column,,,
Direct mapping to EngagementId column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store business team which tell us about the ConversationId of the Order.,Ok ,,,
HardCoded as Unspecified as there is no data coming from CommercePlatform dataSource in OnestoreLivePerson Data,Ok ,,,
"Direct mapping by union of TotalPrice column having float values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos (External Source) and RevenueAmount column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team.",Ok ,,,
"Derived by applying decode logic on FactChatVendor.ChatDeviceKey, FactMessaging.ChatDeviceKey coming from LivePersonMessaging source having bigint values to derive ChatDeviceKey column. Logic: If FactChatVendor.ChatDeviceKey is null then FactMessaging.ChatDeviceKey else FactChatVendor.ChatDeviceKey","Please add the datatype of the column and also this derivation is not decoding, So dont mention it as decode ",,,
"Derived by applying decode login on Agent column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team.  Logic example: If Agent matches with pattern like r'%sut_%' then Hardcoded as ""Sutherland"" If Agent matches with pattern like r'%arv_%' then Hardcoded as ""Arvato"" If Agent matches with pattern like r'%dat_%' then Hardcoded as ""Datacom"" If Agent matches with pattern like r'%mmh_%' then Hardcoded as ""Moshi Moshi Hotline"" If Agent matches with pattern like r'%sit_%' then Hardcoded as ""Sitel"" If Agent matches with pattern like r'%str_%' then Hardcoded as ""Stream""",Please add the datatype of the column,,,
Reference key to DimMessagingStartingURL table to get more details about LeadId URL from Unauthsdes lead topic section in MessageInteraction API.,Ok ,,,
"Direct mapping to Agent column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team, which tell us the details of Agent worked on placing the order.",Ok ,,,
Direct mapping to DistributorId column having string values coming of MsOrder-Materialized DeltaStream files coming from external source cornerstone maintained in Cosmos.,Pls call out cornerstone as External source,,,
Direct mapping to SkuDescription column having string values coming of MsOrder-Materialized DeltaStream files coming from external source cornerstone maintained in Cosmos,Pls call out cornerstone as External source,,,
"Derived by applying decode login on RevSumDivision_Original, RevSumCategory_Original, RevSumProductFamily_Original, ProductName columns coming from MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos, MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team. Logic: If RevSumDivision_Original = ""Unspecified"" then Hardcoded as ""Other"" If RevSumDivision_Original matches a pattern like r'%advanced strategy%' then Hardcoded as ""Other"" If RevSumDivision_Original = ""CommercialProduct"" then Hardcoded as ""Other"" If RevSumDivision_Original = ""csv"" then Hardcoded as ""Other"" If RevSumDivision_Original = ""Xbox"" then Hardcoded as ""Other"" If RevSumDivision_Original = ""xbox 360.s"" then Hardcoded as ""XOther"" If RevSumDivision_Original = ""consumer software"" then Hardcoded as ""Other"" else Hardcoded as ""Unspecified""",ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
This is a reference key to FactChatVendor table derived by joining on Engagementid coming from LivePerson Messaging source.,ok,,,
Hardcoded as APGC as the data coming from APGC region alone,ok,,,
"Direct mapping by union of MSSalesRevSumDivisionName column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and SalesProductDivision column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team.",ok,,,
Direct mapping to GoalTimeStamp column coming from RevenueReport-Insession and CrossSession excel files provided by Store business team and converting to PST Time zone and time type with format as 'HH:mm:00'.,ok,,,
Direct mapping to GoalTimeStamp column having date values coming RevenueReport-Insession and CrossSession excel files provided by Store Business Team and converting to PST time zone and date data type,ok,,,
"Direct mapping by union of Quantity column having float values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and UnitsSold column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team.",ok,,,
"Derived by applying decode login on Offer column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team.  Logic: if Offer matches with pattern like r'%assure%' then HardCoded as ""Offering Sub"" if Offer matches with pattern like r'%premium%' then HardCoded as ""Offering PPI"" if Offer matches with pattern like r'% pc tune-up%' then HardCoded as ""Offering PPI"" if Offer matches with pattern like r'virus removal and protection' then HardCoded as ""Offering PPI"" otherwise Hardcoded as ""Product""",,,,
"Direct mapping by union of MSSalesProductFamilyName column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and SalesProductName column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team",,,,
"Direct mapping to Locale column having string values coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team",,,,
"Derived by applying decode login on Agent column coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team.  Logic example: If Agent matches with pattern like r'%_brn_%' then Hardcoded as ""Brno (CZ)"" If Agent matches with pattern like r'%_brs_%' then Hardcoded as ""Brasov (RO)"" If Agent matches with pattern like r'%_kit_%' then Hardcoded as ""Kitchener"" If Agent matches with pattern like r'%_szc_%' then Hardcoded as ""Szczecin"" If Agent matches with pattern like r'%_tal_%' then Hardcoded as ""Tallinn"" If Agent matches with pattern like r'%_kua_%' then Hardcoded as ""Kuala Lumpur (MY)"" If Agent matches with pattern like r'%_cop_%' then Hardcoded as ""Copenhagen"" If Agent matches with pattern like r'%_osl_%' then Hardcoded as ""Oslo""",,,,
"Derived by applying decode login on Offer column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team. Logic: if Offer = 'advanced pc tune-up' then Hardcoded as ""Advanced PC Tune-Up"" if Offer = 'assure subscription' then Hardcoded as ""Assure"" if Offer = 'assure/pssp' then Hardcoded as ""Assure"" if Offer = 'one-hour personal training' then Hardcoded as ""One-Hour Personal Training"" if Offer = 'pc tune-up' then Hardcoded as ""Advanced PC Tune-Up"" if Offer = 'premium software support - office' then Hardcoded as ""Premium Office Support"" if Offer = 'premium software support - windows' then Hardcoded as ""Premium Windows Support"" if Offer = 'pss-office' then Hardcoded as ""Premium Office Support"" if Offer = 'pss-windows' then Hardcoded as ""Premium Windows Support"" if Offer = 'virus removal' then Hardcoded as ""Virus Removal and Protection"" if Offer = 'virus removal and protection' then Hardcoded as ""Virus Removal and Protection"" else Offer",,,,
"This attribute is calculated using GoalTimeStamp column coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team as: Logic: Formatting GoalTimeStamp to time values by using date_format(GoalTimeStamp, 'HH:mm:00')",,,,
Flag to determine whether the conversation is Button Accepted. Set to 1 if Service Activity Category contains 'button'  if category is null then it will check for the campaign engagement name .,,,,
Direct mapping to Agent column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team which tell us the details of Agent worked on placing the order.,,,,
"Derived by applying decode logic on union of Geographyid column coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and CustomerCountry column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team to derive CustomerCountry column. Logic1: If Geographyid is NULL then Hardcoded as ""Unspecified"" else first value of Geographyid splitting by ""|"" Logic2: if CustomerCountry = 'ca' then Hardcoded as ""Canada"" if CustomerCountry = 'fr' then Hardcoded as ""France"" if CustomerCountry = 'gb' then Hardcoded as ""United Kingdom"" if CustomerCountry = 'jp' then Hardcoded as ""Japan"" if CustomerCountry = 'kr' then Hardcoded as ""Unspecified"" if CustomerCountry = 'us' then Hardcoded as ""United States"" if CustomerCountry = 'great britain' then Hardcoded as ""United Kingdom"" if CustomerCountry = 'aland islands' then Hardcoded as ""Unspecified"" if CustomerCountry = 'timor-leste' then Hardcoded as ""Unspecified"" if CustomerCountry = 'wallis and futuna' then Hardcoded as ""Wallis And Futuna Islands"" else CustomerCountry",,,,
Direct mapping to Actionid column having string values coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team which tell us the ID of the Order placed.,,,,
HardCoded as Unspecified as there is no data coming from OnestoreLivePerson Data,,,,
"Direct mapping to OrderCoupon column having string values coming from coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos
",,,,
Hardcoded as OneStoreLivePerson as to give a DataSourceName,,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,,,,
HardCoded as Unspecified as there is no data coming from OnestoreLivePerson Data,,,,
"Direct mapping to StoreClientId column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos
",,,,
"Direct mapping to NativeLineItemId column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos
",,,,
"Direct mapping to BigId column having string valuescoming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos
",,,,
"Hardcoded as ""Sales - MS Store Online"" as only sales data flowing from OnestoreLivePerson source",,,,
Reference Key to DimServiceActivityCategory which Helps to determine whether the conversation is proactive or button based on very first category.Populated at Last Interaction segment of the conversation.,,,,
This is a reference key to DimSupportAreaPath table to get details of the Master SupportAreaPath. Logic: SApKey is populated by joining the EnagagementId coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team with conversationid coming from the FactMessaging,,,,
"Derived by applying decode logic on union of TransactionType column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team and OrderStatus, TransactionType columns coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos to derive TransactionType column. Logic: if OrderStatus = 'refunded' then Hardcoded as ""Refunds"" if OrderStatus = 'purchased' then Hardcoded as ""Sales"" if OrderStatus = 'charged' then Hardcoded as ""Sales"" if OrderStatus = 'fulfilled' then Hardcoded as ""Sales"" else TransactionType",,,,
"Derived by applying decode login on RevSumDivision_Original, RevSumCategory_Original, RevSumProductFamily_Original, ProductName columns coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos, MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team. Logic: If RevSumDivision_Original = ""Unspecified"" then Hardcoded as ""Unspecified"" If RevSumDivision_Original matches a pattern like r'%advanced strategy%' then Hardcoded as ""Unspecified"" If RevSumDivision_Original = ""CommercialProduct"" then Hardcoded as ""Commercial Product"" If RevSumDivision_Original = ""csv"" then Hardcoded as ""Microsoft Gift Card"" If RevSumDivision_Original = ""Xbox"" then Hardcoded as ""Xbox (Consoles)""",,,,
"This attribute is calculated using GoalTimeStamp column having date values coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team as: Logic: Converting GoalTimeStamp to PST Zone and casting to date values by using from_utc_timestamp(col(""PLE.Goaltimestamp"")",,,,
Direct mapping to Offer column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos,,,,
"Derived by applying decode login on RevSumDivision_Original,RevSumCategory_Original,RevSumProductFamily_Original columns coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos, MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team. Logic example: If RevSumDivision_Original = ""Unspecified"" then HardCoded as ""Unspecified"" If RevSumDivision_Original matches a pattern like r'%advanced strategy%' then HardCoded as ""Unspecified"" If RevSumDivision_Original = ""CommercialProduct"" then HardCoded as ""Commercial Product"" If RevSumDivision_Original = ""csv"" then HardCoded as ""Microsoft Gift Card"" If RevSumDivision_Original = ""Xbox"" then HardCoded as ""Xbox (Consoles)""",,,,
This is a reference column to FactMessaging table to get details of the Interaction details of Agent. Logic: isInteractive is populated by joining the EngagementId column coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column in the FactMessaging.,,,,
"Derived by applying decode logic on union of Orderstatus column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and TransactionType column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team to derive OnestoreOrderStatus column. Logic: if TransactionType = 'sales' then Hardcoded as ""Purchased"" else TransactionType",,,,
This attribute is calculated using GoalTimeStamp column coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team as: Logic: Casting GoalTimeStamp to date values as by using GoalTimeStamp.cast('date'),,,,
HardCoded as Unspecified as there is no data coming from OnestoreLivePerson Data,,,,
HardCoded as Unspecified as there is no data coming from OnestoreLivePerson Data,,,,
"Direct mapping by union of MssalesProductName column having string values coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and SalesProductSKUDescription column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team",,,,
HardCoded as Unspecified as there is no data coming from OnestoreLivePerson Data,,,,
"Derived by applying decode login on RevSumDivision_Original, RevSumCategory_Original, RevSumProductFamily_Original, ProductName columns coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos, MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team. Logic: If RevSumDivision_Original = ""Unspecified"" then Hardcoded as ""Other"" If RevSumDivision_Original matches a pattern like r'%advanced strategy%' then Hardcoded as ""Other"" If RevSumDivision_Original = ""CommercialProduct"" then Hardcoded as ""Other"" If RevSumDivision_Original = ""csv"" then Hardcoded as ""Other"" If RevSumDivision_Original = ""Xbox"" then Hardcoded as ""Other"" If RevSumDivision_Original = ""xbox 360.s"" then Hardcoded as ""XOther"" If RevSumDivision_Original = ""consumer software"" then Hardcoded as ""Other"" else Hardcoded as ""Unspecified""",,,,
"This is a reference key to DimServiceActivityTopic table to determine latest Topic name, populated at Last Interaction segment of the conversation. Logic: ServiceActivityTopicKey is populated by joining the EngagementId coming from RevenueReport-Insession and CrossSession excel files provided by Store Business Team with ConversationId column in the FactMessaging.",,,,
"Direct mapping by union of MSSalesRevSumDivisionName column having string values coming from coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and SalesProductDivision column coming from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team",,,,
Direct mapping to Tax column having double values coming from coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos,,,,
"Derived by applying decode logic on union of RevenueSku & Sku columns from coming of MsOrder-Materialized DeltaStream files coming from upstream source cornerstone maintained in Cosmos and Sku column from MC_PRCSites_open_demand_daily, MC_PRCSites_open_demand_SMB & MC_PRCSites_open_demand_SOCIAL excel files provided by Store Business Team to derive Sku column. Logic1: If RevenueSku is NULL then Sku else RevenueSku is Sku Logic2: if Sku matches with pattern like r'm#%' then removing 'm#' from Sku if Sku matches with pattern like r'b-%' then removing 'b-%' from Sku else Sku",,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate in format 'yyyy-mm-ddT00:00:00.000+00:00'",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate, when monthnumber of date between 1,3 then 1, when monthnumber of date between 4,6 then 2, when monthnumber of date between 7,9 then 3, when monthnumber of date between 10,12 then 4",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate, concatenation of QuarterName and Fiscalyear of the date",ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
"Surrogatekey generated based on CalendarDate Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate in format 'yyyy-mm-ddT00:00:00.000+00:00'",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract datenumber alone (dd)",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract day of week ('Monday','Tuesday')",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract Fiscalmonth from calendarmonth of date when CalendarMonth <7 then CalendarMonth+6 else CalendarMonth - 6",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and concatenation of FiscalMonth and CalendarMonthName",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract Fiscalmonth from calendarmonth of date when CalendarMonth <7 then CalendarMonth+6 else CalendarMonth - 6",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract Fiscalmonth from calendarmonth of date when CalendarMonth <7 then CalendarMonth+6 else CalendarMonth - 6",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and concatenation of FiscalYearName,'P' and FiscalMonth ",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate, when Fiscalmonthnumber of date between 1,3 then 1, when Fiscalmonthnumber of date between 4,6 then 2, when Fiscalmonthnumber of date between 7,9 then 3, when Fiscalmonthnumber of date between 10,12 then 4",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate, concatenation of FiscalQuarterName and Fiscalyear of the date",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and derive weeknumber counting '01- July' as first week",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate, concatenation of 'FW ',FiscalWeek and Fiscalyear of the date",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate when CalendarMonth of date between 7, 12 then CalendarYear+1 otherwise CalendarYear",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate. calculate FiscalYear as CalendarMonth of date between 7, 12 then CalendarYear+1 otherwise CalendarYear. calculate FiscalYearName by concatenation of 'FY' and FiscalYear-2000",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract day of week ('Monday','Tuesday') from date, when day of the week is a weekday then 1 otherwise 0",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract month number from date",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract month in format ( Month Year) from date",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract day of week from date. when CalendarDayOfWeek=7 then CalendarDate+6 otherwise CalendarDate-CalendarDayOfWeek+6",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract day of week from date. when CalendarDayOfWeek=7 then CalendarDate otherwise CalendarDate-CalendarDayOfWeek",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract year number from date",ok,,,
"Derived by applying decode logic on StartDate, EndDate data coming from config file. Logic: Extract all date values available in between StartDate and EndDate and extract year number from date",ok,,,
This table contains details of date in allowing date-based analysis and reporting. Grain: Calendardate,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to Email column in RavePartnerInfo table coming from Rave source - Union - Direct Mapping to AgentAlias column in GenesysInboundHolding table coming from Genesys source - Union - Direct Mapping to AgentAlias column in MessagingMonitoring table coming from LivePersonMessaging source - Union - Direct Mapping to internalemailaddress column in SystemUser table coming from Dynamics source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
This is a reference to DimCPRAdvocate to get details of CPRAdvocates. Derived by applying decode logic on EmployeeEmail column in DimEmployee table coming from SA&DP Common source. Logic: join with DimCPRAdvocate based on EmployeeEmail and extract CPRAdvocatekey,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
"Direct Mapping to EmployeeEmail column in DimEmployee table coming from SA&DP Common source
- Union - Direct Mapping to Email column in RavePartnerInfo table coming from Rave source
- Union - Direct Mapping to AgentAlias column in GenesysInboundHolding table coming from Genesys source
- Union - Direct Mapping to AgentAlias column in MessagingMonitoring table coming from LivePersonMessaging source
- Union - Direct Mapping to internalemailaddress column in SystemUser table coming from Dynamics source",ok,,,
Direct Mapping to CurrentManangerEmail column in DimEmployee table coming from SA&DP Common source,ok,,,
"Harcoded to 'Rave' for data flowing from Rave source
,Harcoded to 'Genesys' for data flowing from Genesys source
,Harcoded to 'LivePersonMessaging' for data flowing from LivePersonMessaging source
,Harcoded to 'Dynamics' for data flowing from Dynamics source",ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to Discipline column in DimEmployee table coming from SA&DP common source,ok,,,
Direct Mapping to EffectiveDateTime column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to EmployeeSiteKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to EmployeeDomain column in DimEmployee table coming from SA&DP common source,ok,,,
"Direct Mapping to EmployeeEmail column in DimEmployee table coming from SA&DP Common source
- Union - Direct Mapping to Email column in RavePartnerInfo table coming from Rave source
- Union - Direct Mapping to AgentAlias column in GenesysInboundHolding table coming from Genesys source
- Union - Direct Mapping to AgentAlias column in MessagingMonitoring table coming from LivePersonMessaging source
- Union - Direct Mapping to internalemailaddress column in SystemUser table coming from Dynamics source",ok,,,
Direct Mapping to EmployeeEndDate column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to EmployeeGeographyKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to EmployeeHierarchyKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to EmployeeID column in DimEmployee table coming from SA&DP Common source,ok,,,
"SurrogateKey generated based on EmployeeEmail column in DimEmployee table coming from SA&DP Common source ,Email column in RavePartnerInfo table coming from Rave source ,AgentAlias column in GenesysInboundHolding table coming from Genesys source ,AgentAlias column in MessagingMonitoring table coming from LivePersonMessaging source ,internalemailaddress column in SystemUser table coming from Dynamics source",ok,,,
Direct Mapping to EmployeeReportingKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to EmployeeRoleDetailKey column in DimEmployee table coming from SA&DP Common source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to EmployeeRoleSetKey column in DimEmployee table coming from SA&DP common source,ok,,,
Direct Mapping to EmployeeStartDate column in DimEmployee table coming from SA&DP Common source,ok,,,
Direct Mapping to ExpirationDateTime column in DimEmployee table coming from SA&DP Common source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to firstname column in DimEmployee table coming from SA&DP Common source - Union - Direct Mapping to firstname column in SystemUser table coming from Dynamics source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to FunctionHierarchyKey column in DimEmployee table coming from SA&DP common source,ok,,,
"Derived by applying decode logic on BusinessSegment (DimSupportQueue) column coming from OmniChannel, Dynamics, LP Messaging and Genesys sources. Logic- For Dynamics source, when LevelName1(DimSupportAreaPath)='Advertising Solutions' then 1 otherwise 0 For OmniChannel,LPMessaging and Genesys sources, when BusinessSegment(DimSupportQueue)='MAST' then 1 otherwise 0 For Qualtrics and Skylight Virtual Agent sources, hardcoded to 1",ok,,,
Direct Mapping to IsCurrent column in DimEmployee table coming from SA&DP Common source,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Hardcoded to 0 as ASDCAP source is retired,ok,,,
Direct Mapping to LastName column in DimEmployee table coming from SA&DP Common source - Union - Direct Mapping to LastName column in SystemUser table coming from Dynamics source,ok,,,
